2024-06-27 16:20:57.406486,8132.728294594401,\Users\waggoner\Desktop\Data_Folder\06-27-2024_700V_52_DevList_PMT23ON_PMT34OFF_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,700V,52,DevList,PMT23ON,PMT34OFF,EndDevList,001,ALL.csv
2024-06-27 16:21:14.898886,17828.705678313538,\Users\waggoner\Desktop\Data_Folder\06-27-2024_700V_52_DevList_PMT23ON_PMT34OFF_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,700V,52,DevList,PMT23ON,PMT34OFF,EndDevList,002,ALL.csv
2024-06-27 16:21:33.045688,26721.236988448756,\Users\waggoner\Desktop\Data_Folder\06-27-2024_700V_52_DevList_PMT23ON_PMT34OFF_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,700V,52,DevList,PMT23ON,PMT34OFF,EndDevList,003,ALL.csv
2024-06-27 16:21:49.948219,1063.517977047311,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23OFF_PMT23-1.9MHzFilter_PMT34ON_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23OFF,PMT23-1.9MHzFilter,PMT34ON,EndDevList,001,ALL.csv
2024-06-27 16:22:08.038117,1545.9140150031678,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23OFF_PMT23-1.9MHzFilter_PMT34ON_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23OFF,PMT23-1.9MHzFilter,PMT34ON,EndDevList,002,ALL.csv
2024-06-27 16:22:25.969309,25143.17635751075,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23OFF_PMT34ON_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23OFF,PMT34ON,EndDevList,001,ALL.csv
2024-06-27 16:22:44.702341,22962.863670966846,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23OFF_PMT34ON_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23OFF,PMT34ON,EndDevList,002,ALL.csv
2024-06-27 16:23:02.342889,29171.543976055207,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23OFF_PMT34ON_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23OFF,PMT34ON,EndDevList,003,ALL.csv
2024-06-27 16:23:20.315326,26826.1180089132,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23OFF_PMT34ON_PMT34-1.9MHzFilter_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23OFF,PMT34ON,PMT34-1.9MHzFilter,EndDevList,001,ALL.csv
2024-06-27 16:23:37.928684,19073.767149633517,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23OFF_PMT34ON_PMT34-1.9MHzFilter_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23OFF,PMT34ON,PMT34-1.9MHzFilter,EndDevList,002,ALL.csv
2024-06-27 16:23:55.620127,25407.31761432866,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23OFF_PMT34ON_PMT34-1.9MHzFilter_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23OFF,PMT34ON,PMT34-1.9MHzFilter,EndDevList,003,ALL.csv
2024-06-27 16:24:13.549806,9792.050347466007,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23ON_PMT34OFF_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23ON,PMT34OFF,EndDevList,001,ALL.csv
2024-06-27 16:24:30.318389,0.0,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23ON_PMT34OFF_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23ON,PMT34OFF,EndDevList,002,ALL.csv
2024-06-27 16:24:47.283620,4872.54044812184,\Users\waggoner\Desktop\Data_Folder\06-27-2024_800V_52_DevList_PMT23ON_PMT34OFF_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,800V,52,DevList,PMT23ON,PMT34OFF,EndDevList,003,ALL.csv
2024-06-27 16:25:05.188966,27182.350331319536,\Users\waggoner\Desktop\Data_Folder\06-27-2024_900V_52_DevList_PMT23OFF_PMT34ON_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,900V,52,DevList,PMT23OFF,PMT34ON,EndDevList,001,ALL.csv
2024-06-27 16:25:22.895475,30002.739226403624,\Users\waggoner\Desktop\Data_Folder\06-27-2024_900V_52_DevList_PMT23OFF_PMT34ON_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,900V,52,DevList,PMT23OFF,PMT34ON,EndDevList,002,ALL.csv
2024-06-27 16:25:40.612190,30643.7518474258,\Users\waggoner\Desktop\Data_Folder\06-27-2024_900V_52_DevList_PMT23OFF_PMT34ON_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,900V,52,DevList,PMT23OFF,PMT34ON,EndDevList,003,ALL.csv
2024-06-27 16:25:58.587424,1242.1080288328933,\Users\waggoner\Desktop\Data_Folder\06-27-2024_900V_52_DevList_PMT23ON_PMT34OFF_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,900V,52,DevList,PMT23ON,PMT34OFF,EndDevList,001,ALL.csv
2024-06-27 16:26:16.340167,2989.0355070896508,\Users\waggoner\Desktop\Data_Folder\06-27-2024_900V_52_DevList_PMT23ON_PMT34OFF_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,900V,52,DevList,PMT23ON,PMT34OFF,EndDevList,002,ALL.csv
2024-06-27 16:26:27.898419,3792.81725253255,\Users\waggoner\Desktop\Data_Folder\06-27-2024_900V_52_DevList_PMT23ON_PMT34OFF_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,900V,52,DevList,PMT23ON,PMT34OFF,EndDevList,003,ALL.csv
