2024-06-27 16:16:00.711521,23805.45696374715,\Users\waggoner\Desktop\Data_Folder\06-27-2024_0V_52_DevList_PMT23OFF_PMT34OFF_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,0V,52,DevList,PMT23OFF,PMT34OFF,EndDevList,001,ALL.csv
2024-06-27 16:16:12.547283,30213.438511019842,\Users\waggoner\Desktop\Data_Folder\06-27-2024_0V_52_DevList_PMT23OFF_PMT34OFF_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,0V,52,DevList,PMT23OFF,PMT34OFF,EndDevList,002,ALL.csv
2024-06-27 16:16:24.663621,28638.973067909465,\Users\waggoner\Desktop\Data_Folder\06-27-2024_0V_52_DevList_PMT23OFF_PMT34OFF_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,0V,52,DevList,PMT23OFF,PMT34OFF,EndDevList,003,ALL.csv
2024-06-27 16:16:37.018049,26316.22347697208,\Users\waggoner\Desktop\Data_Folder\06-27-2024_1000V_52_DevList_PMT23OFF_PMT34ON_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,1000V,52,DevList,PMT23OFF,PMT34ON,EndDevList,001,ALL.csv
2024-06-27 16:16:49.152939,27234.683851989197,\Users\waggoner\Desktop\Data_Folder\06-27-2024_1000V_52_DevList_PMT23OFF_PMT34ON_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,1000V,52,DevList,PMT23OFF,PMT34ON,EndDevList,002,ALL.csv
2024-06-27 16:17:01.516064,30357.93460416788,\Users\waggoner\Desktop\Data_Folder\06-27-2024_1000V_52_DevList_PMT23OFF_PMT34ON_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,1000V,52,DevList,PMT23OFF,PMT34ON,EndDevList,003,ALL.csv
2024-06-27 16:17:13.388073,1185.9887315139576,\Users\waggoner\Desktop\Data_Folder\06-27-2024_1000V_52_DevList_PMT23ON_PMT34OFF_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,1000V,52,DevList,PMT23ON,PMT34OFF,EndDevList,001,ALL.csv
2024-06-27 16:17:25.258467,1112.5463435410063,\Users\waggoner\Desktop\Data_Folder\06-27-2024_1000V_52_DevList_PMT23ON_PMT34OFF_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,1000V,52,DevList,PMT23ON,PMT34OFF,EndDevList,002,ALL.csv
2024-06-27 16:17:37.197189,2060.552317795962,\Users\waggoner\Desktop\Data_Folder\06-27-2024_1000V_52_DevList_PMT23ON_PMT34OFF_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,1000V,52,DevList,PMT23ON,PMT34OFF,EndDevList,003,ALL.csv
2024-06-27 16:17:49.406256,26644.43832852933,\Users\waggoner\Desktop\Data_Folder\06-27-2024_500V_52_DevList_PMT22OFF_PMT34ON_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,500V,52,DevList,PMT22OFF,PMT34ON,EndDevList,001,ALL.csv
2024-06-27 16:18:01.537317,28695.715535960837,\Users\waggoner\Desktop\Data_Folder\06-27-2024_500V_52_DevList_PMT23OFF_PMT34ON_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,500V,52,DevList,PMT23OFF,PMT34ON,EndDevList,002,ALL.csv
2024-06-27 16:18:13.839560,18931.864681169944,\Users\waggoner\Desktop\Data_Folder\06-27-2024_500V_52_DevList_PMT23OFF_PMT34ON_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,500V,52,DevList,PMT23OFF,PMT34ON,EndDevList,003,ALL.csv
2024-06-27 16:18:25.998986,29230.39454671821,\Users\waggoner\Desktop\Data_Folder\06-27-2024_500V_52_DevList_PMT23ON_PMT34OFF_EndDevList_001_ALL_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,500V,52,DevList,PMT23ON,PMT34OFF,EndDevList,001,ALL,ALL.csv
2024-06-27 16:18:38.521505,30067.004721011213,\Users\waggoner\Desktop\Data_Folder\06-27-2024_500V_52_DevList_PMT23ON_PMT34OFF_EndDevList_002_ALL_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,500V,52,DevList,PMT23ON,PMT34OFF,EndDevList,002,ALL,ALL.csv
2024-06-27 16:18:50.431474,28784.954883633793,\Users\waggoner\Desktop\Data_Folder\06-27-2024_500V_52_DevList_PMT23ON_PMT34OFF_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,500V,52,DevList,PMT23ON,PMT34OFF,EndDevList,003,ALL.csv
2024-06-27 16:19:02.679560,28233.696887788097,\Users\waggoner\Desktop\Data_Folder\06-27-2024_600V_52_DevList_PMT23OFF_PMT34ON_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,600V,52,DevList,PMT23OFF,PMT34ON,EndDevList,001,ALL.csv
2024-06-27 16:19:15.161380,20433.98719248988,\Users\waggoner\Desktop\Data_Folder\06-27-2024_600V_52_DevList_PMT23OFF_PMT34ON_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,600V,52,DevList,PMT23OFF,PMT34ON,EndDevList,002,ALL.csv
2024-06-27 16:19:27.263668,24842.401587069453,\Users\waggoner\Desktop\Data_Folder\06-27-2024_600V_52_DevList_PMT23OFF_PMT34ON_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,600V,52,DevList,PMT23OFF,PMT34ON,EndDevList,003,ALL.csv
2024-06-27 16:19:39.890229,25767.32641703741,\Users\waggoner\Desktop\Data_Folder\06-27-2024_600V_52_DevList_PMT23ON_PMT34OFF_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,600V,52,DevList,PMT23ON,PMT34OFF,EndDevList,001,ALL.csv
2024-06-27 16:19:51.740720,19870.547694145283,\Users\waggoner\Desktop\Data_Folder\06-27-2024_600V_52_DevList_PMT23ON_PMT34OFF_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,600V,52,DevList,PMT23ON,PMT34OFF,EndDevList,002,ALL.csv
2024-06-27 16:20:04.349860,23524.246377170406,\Users\waggoner\Desktop\Data_Folder\06-27-2024_600V_52_DevList_PMT23ON_PMT34OFF_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,600V,52,DevList,PMT23ON,PMT34OFF,EndDevList,003,ALL.csv
2024-06-27 16:20:16.408007,25474.516950003384,\Users\waggoner\Desktop\Data_Folder\06-27-2024_700V_52_DevList_PMT23OFF_PMT34ON_EndDevList_001_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,700V,52,DevList,PMT23OFF,PMT34ON,EndDevList,001,ALL.csv
2024-06-27 16:20:29.125342,26418.30605493184,\Users\waggoner\Desktop\Data_Folder\06-27-2024_700V_52_DevList_PMT23OFF_PMT34ON_EndDevList_002_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,700V,52,DevList,PMT23OFF,PMT34ON,EndDevList,002,ALL.csv
2024-06-27 16:20:40.986704,31633.04916029117,\Users\waggoner\Desktop\Data_Folder\06-27-2024_700V_52_DevList_PMT23OFF_PMT34ON_EndDevList_003_ALL.csv,\Users\waggoner\Desktop\Data,Folder\06-27-2024,700V,52,DevList,PMT23OFF,PMT34ON,EndDevList,003,ALL.csv
